id,"cod_jud","denumire_uat","nr_sv","sediu",lat,long,"adresa"
465,"AG","Măţău","AG387","Cămin Cultural Măţău",45.2353570100,25.0809705000,"UAT: MIOARELE, Localitate: MĂŢĂU"
466,"AG","Suslăneşti","AG388","Şcoala Primară I-IV Suslăneşti",45.2397635700,25.1190102400,"UAT: MIOARELE, Localitate: SUSLĂNEŞTI"
467,"AG","Miroşi","AG389","Cămin Cultural Miroşi",44.4163156800,24.9438938100,"UAT: MIROŞI, Localitate: MIROŞI"
468,"AG","Surduleşti","AG390","Şcoala Surduleşti",44.3930233000,24.9560812000,"UAT: MIROŞI, Localitate: SURDULEŞTI"
469,"AG","Morăreşti","AG391","Şcoala Generală cu clasele I-VIII Morăreşti",45.0063438500,24.5615833200,"UAT: MORĂREŞTI, Localitate: MORĂREŞTI"
470,"AG","Deduleşti","AG392","Şcoala cu clasele I-IV Deduleşti",45.0151407000,24.5420960100,"UAT: MORĂREŞTI, Localitate: DEDULEŞTI"
471,"AG","Moşoaia","AG393","Cămin Cultural Moşoaia",44.8296717500,24.7691614700,"UAT: MOŞOAIA, Localitate: MOŞOAIA"
472,"AG","Ciocănăi","AG396","Şcoala cu clasele I-IV Ciocănăi",44.8445542200,24.7832445900,"UAT: MOŞOAIA, Localitate: CIOCĂNĂI"
473,"AG","Hinţeşti","AG394","Şcoala cu clasele I-VIII Hinţeşti",44.8137013300,24.8350957300,"UAT: MOŞOAIA, Localitate: HINŢEŞTI"
474,"AG","Smeura","AG395","Şcoala cu clasele I-IV Smeura",44.8328359100,24.8370657500,"UAT: MOŞOAIA, Localitate: SMEURA"
475,"AG","Mozăceni","AG398","LICEUL TEHNOLOGIC LIVIU REBREANU Mozăceni",44.5549739900,25.1807520300,"UAT: MOZĂCENI, Localitate: MOZĂCENI"
476,"AB","Aiud","AB51","Școala Gimnazială Ovidiu Hulea Aiud",46.3098422200,23.7163170700,"UAT: MUNICIPIUL AIUD, Localitate: AIUD, Artera: Strada Cuza Vodă, Nr: 35"
477,"AB","Aiud","AB54","Grădiniţa cu Program Prelungit Primii Paşi Aiud",46.3164665700,23.7261467300,"UAT: MUNICIPIUL AIUD, Localitate: AIUD, Artera: Strada Tribun Tudoran, Nr: 5"
478,"AB","Berghin","AB200","CLĂDIRE CĂMIN CULTURAL BERGHIN",46.0736065600,23.7387002600,"UAT: BERGHIN, Localitate: BERGHIN, Nr: 90"
479,"AB","Ghirbom","AB201","CLĂDIRE CĂMIN CULTURAL GHIRBOM",46.0359163200,23.7217176900,"UAT: BERGHIN, Localitate: GHIRBOM, Nr: 376A"
480,"AB","Henig","AB199","CLĂDIRE CĂMIN CULTURAL HENIG",46.1057343700,23.7271484800,"UAT: BERGHIN, Localitate: HENIG, Nr: 167A"
481,"AB","Aiud","AB55","Grădiniţa cu Program Prelungit Primii Paşi Aiud",46.3164665700,23.7261467300,"UAT: MUNICIPIUL AIUD, Localitate: AIUD, Artera: Strada Tribun Tudoran, Nr: 5"
482,"AB","Aiud","AB61","Colegiul Naţional Titu Maiorescu Aiud",46.3064572200,23.7224704100,"UAT: MUNICIPIUL AIUD, Localitate: AIUD, Artera: Strada Ecaterina Varga, Nr: 10"
483,"AB","Aiud","AB62","Colegiul Tehnic Aiud",46.3074718500,23.7193526600,"UAT: MUNICIPIUL AIUD, Localitate: AIUD, Artera: Strada Ion Creangă, Nr: 14"
484,"AB","Aiud","AB63","Colegiul Tehnic Aiud",46.3074718500,23.7193526600,"UAT: MUNICIPIUL AIUD, Localitate: AIUD, Artera: Strada Ion Creangă, Nr: 14"
485,"AB","Aiud","AB64","Fosta Grădiniţă Nr. 1 Aiud",46.3088774000,23.7134366100,"UAT: MUNICIPIUL AIUD, Localitate: AIUD, Artera: Strada Simion Bărnuţiu, Nr: 24"
486,"AB","Aiud","AB52","Şcoala Gimnazială Ovidiu Hulea Aiud",46.3098422200,23.7163170700,"UAT: MUNICIPIUL AIUD, Localitate: AIUD, Artera: Strada Cuza Vodă, Nr: 35"
487,"AB","Aiud","AB53","Şcoala Gimnazială Ovidiu Hulea Aiud",46.3098422200,23.7163170700,"UAT: MUNICIPIUL AIUD, Localitate: AIUD, Artera: Strada Cuza Vodă, Nr: 35"
488,"AB","Aiud","AB56","Școala Gimnazială Axente Sever Aiud",46.3090609600,23.7309298000,"UAT: MUNICIPIUL AIUD, Localitate: AIUD, Artera: Strada Unirii, Nr: 9"
489,"AB","Aiud","AB60","Grădiniţa cu Program Prelungit nr. 2 Aiud",46.3089581700,23.7303812400,"UAT: MUNICIPIUL AIUD, Localitate: AIUD, Artera: Strada Unirii, Nr: 10"
490,"AB","Aiud","AB57","Şcoala Gimnazială Axente Sever Aiud",46.3086756200,23.7295105200,"UAT: MUNICIPIUL AIUD, Localitate: AIUD, Artera: Strada Unirii, Nr: 9"
491,"AB","Aiud","AB58","Şcoala Gimnazială Axente Sever Aiud",46.3086756200,23.7295105200,"UAT: MUNICIPIUL AIUD, Localitate: AIUD, Artera: Strada Unirii, Nr: 9"
492,"AB","Aiud","AB59","Şcoala Gimnazială Axente Sever Aiud",46.3086756200,23.7295105200,"UAT: MUNICIPIUL AIUD, Localitate: AIUD, Artera: Strada Unirii, Nr: 9"
493,"AB","Aiudul De Sus","AB65","Şcoala Gimnazială Liviu Rebreanu Aiudul de Sus",46.3155123000,23.6888593100,"UAT: MUNICIPIUL AIUD, Localitate: AIUDUL DE SUS, Artera: Strada Gheorghe Lazăr, Nr: 17"
494,"BH","Cuzap","BH504","ȘCOALA GENERALĂ CUZAP",47.2000240800,22.4135432700,"UAT: POPEŞTI, Localitate: CUZAP, Nr: FN"
495,"BH","Varviz","BH505","ȘCOALA GENERALĂ VARVIZ",47.2233819000,22.4365781100,"UAT: POPEŞTI, Localitate: VARVIZ, Nr: FN"
496,"BH","Vărzari","BH506","ȘCOALA GENERALĂ VĂRZARI",47.2021056000,22.4600337100,"UAT: POPEŞTI, Localitate: VĂRZARI, Nr: FN"
497,"BH","Voivozi","BH500","ŞCOALA GENERALĂ VOIVOZI",47.2162494000,22.3889758400,"UAT: POPEŞTI, Localitate: VOIVOZI, Nr: FN"
498,"BH","Voivozi","BH501","ŞCOALA GENERALĂ VOIVOZI",47.2162494000,22.3889758400,"UAT: POPEŞTI, Localitate: VOIVOZI, Nr: FN"
499,"BH","Răbăgani","BH507","CĂMINUL CULTURAL",46.7476443400,22.2331177400,"UAT: RĂBĂGANI, Localitate: RĂBĂGANI, Nr: 163"
500,"BH","Albeşti","BH508","FOSTA ȘCOALĂ CU CLASELE I-IV ALBEȘTI",46.7710109000,22.2494798100,"UAT: RĂBĂGANI, Localitate: ALBEŞTI, Nr: 160"
501,"BH","Brăteşti","BH512","FOSTA GRĂDINIȚĂ CU PROGRAM NORMAL",46.7615420500,22.1907620300,"UAT: RĂBĂGANI, Localitate: BRĂTEŞTI, Nr: 263"
502,"BH","Sălişte De Pomezeu","BH509","CĂMINUL CULTURAL",46.7467486800,22.2888614800,"UAT: RĂBĂGANI, Localitate: SĂLIŞTE DE POMEZEU, Nr: 21"
503,"BH","Săucani","BH510","CĂMINUL CULTURAL",46.7334795400,22.2632975400,"UAT: RĂBĂGANI, Localitate: SĂUCANI, Nr: 136"
504,"BH","Vărăşeni","BH511","CĂMINUL CULTURAL",46.7675247800,22.2106835900,"UAT: RĂBĂGANI, Localitate: VĂRĂŞENI, Nr: 150"
505,"BH","Remetea","BH513","ȘCOALA GIMNAZIALĂ NR 1",46.7388855000,22.3470706100,"UAT: REMETEA, Localitate: REMETEA, Nr: 298"
506,"BH","Drăgoteni","BH515","ȘCOALA PRIMARĂ nr. 2",46.7317120000,22.3071365100,"UAT: REMETEA, Localitate: DRĂGOTENI, Nr: 79/C"
507,"BH","Meziad","BH514","ȘCOALA GIMNAZIALĂ NR 2",46.7401556000,22.4283846000,"UAT: REMETEA, Localitate: MEZIAD, Nr: 434"
508,"BH","Petreasa","BH516","ȘCOALA PRIMARĂ nr. 1",46.7131407400,22.3467244100,"UAT: REMETEA, Localitate: PETREASA, Nr: 36"
509,"BH","ŞOimuş","BH517","CĂMINUL CULTURAL ŞOIMUŞ",46.7173918000,22.3296410200,"UAT: REMETEA, Localitate: ŞOIMUŞ, Nr: 55"
510,"BH","Rieni","BH518","CĂMIN CULTURAL RIENI",46.5752553200,22.4460855200,"UAT: RIENI, Localitate: RIENI, Nr: 151"
511,"BH","Ghighişeni","BH519","CĂMIN CULTURAL GHIGHIȘENI",46.5529116800,22.4291005500,"UAT: RIENI, Localitate: GHIGHIŞENI, Nr: 63A"
512,"BH","Petrileni","BH521","CĂMIN CULTURAL PETRILENI",46.5555275000,22.4463164100,"UAT: RIENI, Localitate: PETRILENI, Nr: 32A"
513,"BH","Sudrigiu","BH522","CĂMIN CULTURAL SUDRIGIU",46.5918123100,22.4299319900,"UAT: RIENI, Localitate: SUDRIGIU, Nr: 55"
514,"BH","Valea De Jos","BH520","ȘCOALA PRIMARĂ NR.1 VALEA DE JOS",46.5717847300,22.4837768700,"UAT: RIENI, Localitate: VALEA DE JOS, Nr: 36A"
515,"BH","Roşia","BH523","CĂMINUL CULTURAL ROŞIA",46.8072200600,22.3979772000,"UAT: ROŞIA, Localitate: ROŞIA, Nr: 40"
516,"CT","Ostrov","CT501","Cămin Cultural Ostrov",44.1077669200,27.3674214600,"UAT: OSTROV, Localitate: OSTROV, Artera: Strada 1 Mai, Nr: 78"
517,"CT","Ostrov","CT502","Cămin Cultural Ostrov",44.1077669200,27.3674214600,"UAT: OSTROV, Localitate: OSTROV, Artera: Strada 1 Mai, Nr: 78"
518,"CT","Almălău","CT503","CĂMIN CULTURAL ALMĂLĂU",44.0837169000,27.3409048100,"UAT: OSTROV, Localitate: ALMĂLĂU"
519,"CT","Medgidia","CT266","COLEGIUL TEHNIC NICOLAE TITULESCU",44.2606911700,28.2650460000,"UAT: MUNICIPIUL MEDGIDIA, Localitate: MEDGIDIA, Artera: Strada Dezrobirii, Nr: 1"
520,"CT","Medgidia","CT249","SCOALA MIRCEA DRAGOMIRESCU",44.2401170000,28.2739164100,"UAT: MUNICIPIUL MEDGIDIA, Localitate: MEDGIDIA"
521,"CT","Medgidia","CT239","GRADINITA NR.1",44.2441102400,28.2736020100,"UAT: MUNICIPIUL MEDGIDIA, Localitate: MEDGIDIA, Artera: Strada Mărgăritarului"
522,"CT","Medgidia","CT264","SCOALA I.L.CARAGIALE",44.2593821500,28.2617387200,"UAT: MUNICIPIUL MEDGIDIA, Localitate: MEDGIDIA, Artera: Bulevardul Independenţei, Nr: 65A"
523,"CT","Medgidia","CT265","SCOALA I.L.CARAGIALE",44.2593821500,28.2617387200,"UAT: MUNICIPIUL MEDGIDIA, Localitate: MEDGIDIA, Artera: Bulevardul Independenţei, Nr: 65A"
524,"CT","Remus Opreanu","CT273","S.C. MAXICOMP SRL",44.2401614000,28.2133796100,"UAT: MUNICIPIUL MEDGIDIA, Localitate: REMUS OPREANU, Artera: Strada Patriei, Nr: 8"
525,"CT","Valea Dacilor","CT272","ŞCOALA IULIU PRODAN",44.1960595900,28.3159502200,"UAT: MUNICIPIUL MEDGIDIA, Localitate: VALEA DACILOR, Nr: 33"
526,"CT","Murfatlar","CT300","LICEUL TEORETIC MURFATLAR",44.1755070800,28.4194863800,"UAT: ORAŞ MURFATLAR, Localitate: MURFATLAR, Artera: Strada Mihai Eminescu, Nr: 50"
527,"CT","Murfatlar","CT301","LICEUL TEORETIC MURFATLAR",44.1755070800,28.4194863800,"UAT: ORAŞ MURFATLAR, Localitate: MURFATLAR, Artera: Strada Mihai Eminescu, Nr: 50"
528,"CT","Murfatlar","CT302","SALA DE SPORT",44.1778243400,28.4191218600,"UAT: ORAŞ MURFATLAR, Localitate: MURFATLAR, Artera: Strada G-ral Vasile Milea, Nr: 2B"
529,"CT","Murfatlar","CT303","ȘCOALA GENERALĂ NR.2 MURFATLAR",44.1784729000,28.4074152100,"UAT: ORAŞ MURFATLAR, Localitate: MURFATLAR, Artera: Strada Ion Creangă, Nr: 25"
530,"CT","Murfatlar","CT304","CLUB TINERET MURFATLAR",44.1740424500,28.4077124500,"UAT: ORAŞ MURFATLAR, Localitate: MURFATLAR, Artera: Aleea Mărgăritarelor, Nr: 9A"
531,"CT","Murfatlar","CT305","S.C.U.G S.A. MURFATLAR",44.1729889500,28.4006622300,"UAT: ORAŞ MURFATLAR, Localitate: MURFATLAR, Artera: Strada Ciocârliei (Strada Ciocîrliei), Nr: 1"
532,"CT","Siminoc","CT306","CĂMIN CULTURAL SIMINOC",44.1699516300,28.3531220000,"UAT: ORAŞ MURFATLAR, Localitate: SIMINOC, Artera: Strada Murfatlar, Nr: 8"
533,"GJ","Sohodol","GJ107","SCOALA GENERALA SOHODOL",45.0498034900,22.8912646800,"UAT: ORAŞ TISMANA, Localitate: SOHODOL, Nr: 151"
534,"GJ","Topeşti","GJ105","SCOALA GENERALA TOPESTI",45.0759610500,22.9781773900,"UAT: ORAŞ TISMANA, Localitate: TOPEŞTI, Nr: 42"
535,"GJ","Turceni","GJ111","POLIȚIA LOCALĂ TURCENI",44.6701598000,23.3848367100,"UAT: ORAŞ TURCENI, Localitate: TURCENI, Artera: Strada Sf. Nicolae, Nr: 178"
536,"GJ","Turceni","GJ112","ȘCOALA GENERALĂ STOLOJANI",44.6832500200,23.3506881100,"UAT: ORAŞ TURCENI, Localitate: TURCENI, Artera: Strada Prof. Emil Gîlceavă, Nr: 118"
537,"GJ","Turceni","GJ110","LICEUL TEHNOLOGIC TURCENI-CLĂDIREA INTERNAT",44.6811289300,23.3731200400,"UAT: ORAŞ TURCENI, Localitate: TURCENI, Artera: Strada Culturii, Nr: 1"
538,"GJ","Turceni","GJ109","LICEUL TEHNOLOGIC TURCENI-CLĂDIREA INTERNAT",44.6811289300,23.3731200400,"UAT: ORAŞ TURCENI, Localitate: TURCENI, Artera: Strada Culturii, Nr: 1"
539,"GJ","Gârbovu","GJ114","ȘCOALA GENERALĂ GÂRBOVU",44.7321788600,23.3438038100,"UAT: ORAŞ TURCENI, Localitate: GÂRBOVU, Artera: Strada 8 Septembrie, Nr: 81"
540,"GJ","Murgeşti","GJ113","ȘCOALA GENERALĂ MURGEȘTI",44.7115124900,23.3629978500,"UAT: ORAŞ TURCENI, Localitate: MURGEŞTI, Artera: Strada 1 Decembrie, Nr: 65A"
541,"GJ","Strâmba-Jiu","GJ115","ȘCOALA GENERALĂ STRÂMBA JIU",44.7597307400,23.3185736800,"UAT: ORAŞ TURCENI, Localitate: STRÂMBA-JIU, Artera: Strada Stoichiţă Roşianu, Nr: 194A"
542,"GJ","ŢIcleni","GJ116","GRĂDINIȚA NR. 2 TUNȘI",44.9022439100,23.4405533300,"UAT: ORAŞ ŢICLENI, Localitate: ŢICLENI, Nr: 256"
543,"GJ","ŢIcleni","GJ117","ȘCOALA GIMNAZIALĂ NR. 1 ȚICLENI",44.8845018200,23.3968786500,"UAT: ORAŞ ŢICLENI, Localitate: ŢICLENI, Nr: 686"
544,"GJ","ŢIcleni","GJ119","GRĂDINIȚA NR. 3 RĂȘINA",44.8717155100,23.3679045200,"UAT: ORAŞ ŢICLENI, Localitate: ŢICLENI"
545,"GJ","ŢIcleni","GJ118","ȘCOALA GIMNAZIALĂ NR. 1 ȚICLENI",44.8845018200,23.3968786500,"UAT: ORAŞ ŢICLENI, Localitate: ŢICLENI, Nr: 686"
546,"GJ","Albeni","GJ120","ȘCOALA GIMNAZIALĂ ALBENI",45.0238525200,23.6002117100,"UAT: ALBENI, Localitate: ALBENI"
547,"GJ","Albeni","GJ121","ȘCOALA PRIMARÂ ALBENI",45.0210671400,23.5744545300,"UAT: ALBENI, Localitate: ALBENI"
548,"GJ","Bolboceşti","GJ122","ȘCOALA PRIMARÂ BOLBOCEȘTI",45.0054132100,23.5895624100,"UAT: ALBENI, Localitate: BOLBOCEŞTI"
549,"GJ","Pruneşti","GJ123","ȘCOALA PRIMARÂ PRUNEȘTI",45.0191433500,23.6353458000,"UAT: ALBENI, Localitate: PRUNEŞTI"
550,"GJ","Alimpeşti","GJ124","ŞCOALA GENERALĂ ION LOTREANU  ALIMPEŞTI, SAT. ALIMPEŞTI,",45.0891287300,23.8021873400,"UAT: ALIMPEŞTI, Localitate: ALIMPEŞTI, Nr: 89"
551,"GJ","Alimpeşti","GJ125","ŞCOALA GENERALĂ SÎRBEŞTI , SAT.SÎRBEŞTI",45.1234445100,23.7961805300,"UAT: ALIMPEŞTI, Localitate: ALIMPEŞTI, Nr: 53"
552,"CL","Chirnogi","CL93","Scoala cu clasele I-VIII, nr.2",44.1063409300,26.5762243900,"UAT: CHIRNOGI, Localitate: CHIRNOGI, Nr: 73"
553,"CL","Chirnogi","CL94","Scoala cu clasele I-VIII, nr.2",44.1063409300,26.5762243900,"UAT: CHIRNOGI, Localitate: CHIRNOGI, Nr: 73"
554,"CL","Chirnogi","CL95","Scoala cu clasele I-VIII, nr.3",44.1144837300,26.5755302000,"UAT: CHIRNOGI, Localitate: CHIRNOGI, Nr: 35"
555,"CL","Frumuşani","CL137","Scoala Generala nr 1.Frumusani",44.2941135000,26.3146892300,"UAT: FRUMUŞANI, Localitate: FRUMUŞANI, Nr: 96"
556,"CL","Călăraşi","CL32","Şcoala gimnaziala T.Vladimirescu",44.2077071900,27.3145251400,"UAT: MUNICIPIUL CĂLĂRAŞI, Localitate: CĂLĂRAŞI, Artera: Strada Belşugului, Nr: 2"
557,"CL","Călăraşi","CL33","Şcoala gimnaziala T.Vladimirescu",44.2077071900,27.3145251400,"UAT: MUNICIPIUL CĂLĂRAŞI, Localitate: CĂLĂRAŞI, Artera: Strada Belşugului, Nr: 2"
558,"CL","Călăraşi","CL40","Gradinita cu program prelungit nr.9 Voinicel",44.2099347100,27.3030469900,"UAT: MUNICIPIUL CĂLĂRAŞI, Localitate: CĂLĂRAŞI, Artera: Strada Crângului (Strada Crîngului), Nr: 20"
559,"CL","Călăraşi","CL41","Gradinita cu program prelungit nr.9 Voinicel",44.2099347100,27.3030469900,"UAT: MUNICIPIUL CĂLĂRAŞI, Localitate: CĂLĂRAŞI, Artera: Strada Crângului (Strada Crîngului), Nr: 20"
560,"CL","Călăraşi","CL42","Grădiniţa cu pr.prelungit nr.5 Aricel Calarasi",44.1904612800,27.3393573100,"UAT: MUNICIPIUL CĂLĂRAŞI, Localitate: CĂLĂRAŞI, Artera: Strada Bucureşti, Nr: 227"
561,"CL","Călăraşi","CL43","Colegiul Economic sediul B",44.1915923800,27.3366115500,"UAT: MUNICIPIUL CĂLĂRAŞI, Localitate: CĂLĂRAŞI, Artera: Strada Griviţa, Nr: 188"
562,"CL","Călăraşi","CL44","Liceul Tehnologic Transporturi Auto Calarasi",44.1998337100,27.3368887600,"UAT: MUNICIPIUL CĂLĂRAŞI, Localitate: CĂLĂRAŞI, Artera: Strada Sloboziei, Nr: 2"
563,"CL","Călăraşi","CL51","Colegiul Economic sediu",44.1890201300,27.3366950100,"UAT: MUNICIPIUL CĂLĂRAŞI, Localitate: CĂLĂRAŞI, Artera: Strada 1 Decembrie 1918 (Strada Gheorghe Gheorghiu Dej), Nr: 98"
564,"CL","Călăraşi","CL45","Şcoala gimnaziala C-tin Brâncoveanu",44.1902482500,27.3448788600,"UAT: MUNICIPIUL CĂLĂRAŞI, Localitate: CĂLĂRAŞI, Artera: Strada Griviţa, Nr: 343"
565,"CL","Călăraşi","CL46","Şcoala gimnaziala C-tin Brâncoveanu",44.1902482500,27.3448788600,"UAT: MUNICIPIUL CĂLĂRAŞI, Localitate: CĂLĂRAŞI, Artera: Strada Griviţa, Nr: 343"
566,"CL","Călăraşi","CL47","Şcoala gimnaziala C-tin Brâncoveanu",44.1902482500,27.3448788600,"UAT: MUNICIPIUL CĂLĂRAŞI, Localitate: CĂLĂRAŞI, Artera: Strada Griviţa, Nr: 343"
567,"CL","Călăraşi","CL48","Şcoala primara nr.6",44.1848711900,27.3507756400,"UAT: MUNICIPIUL CĂLĂRAŞI, Localitate: CĂLĂRAŞI, Artera: Prelungirea Independenţa (Prelungirea 23 August), Nr: 20"
568,"BV","Vlădeni","BV333","Şcoala Generală sat Vlădeni",45.7670508300,25.3679944800,"UAT: DUMBRĂVIŢA, Localitate: VLĂDENI, Artera: Strada Calea Făgăraşului, Nr: 243"
569,"BV","Rotbav","BV337","CĂMINUL CULTURAL ROTBAV",45.8383465200,25.5562772900,"UAT: FELDIOARA, Localitate: ROTBAV, Nr: FN"
570,"BV","Fundata","BV339","Şcoala generală Fundata",45.4397758800,25.2913061600,"UAT: FUNDATA, Localitate: FUNDATA, Nr: 197"
571,"BV","ŞIrnea","BV340","Şcoala generală Şirnea",45.4717273600,25.2555120300,"UAT: FUNDATA, Localitate: ŞIRNEA, Nr: 45"
572,"BV","Feldioara","BV335","LICEUL TEORETIC PETRU RAREȘ FELDIOARA",45.8192334400,25.5957137300,"UAT: FELDIOARA, Localitate: FELDIOARA, Artera: Strada Octavian Goga, Nr: 57"
573,"BV","Feldioara","BV336","LICEUL TEORETIC PETRU RAREȘ FELDIOARA",45.8192334400,25.5957137300,"UAT: FELDIOARA, Localitate: FELDIOARA, Artera: Strada Octavian Goga, Nr: 57"
574,"BV","Feldioara","BV334","CĂMINUL CULTURAL FELDIOARA",45.8194215500,25.5933022500,"UAT: FELDIOARA, Localitate: FELDIOARA, Artera: Strada Octavian Goga"
575,"BV","Colonia Reconstrucţia","BV338","CĂMINUL CULTURAL RECONSTRUCŢIA",45.8275497000,25.5701180100,"UAT: FELDIOARA, Localitate: COLONIA RECONSTRUCŢIA"
576,"BV","Hălchiu","BV341","CĂMINUL CULTURAL",45.7612787000,25.5457586100,"UAT: HĂLCHIU, Localitate: HĂLCHIU, Nr: 2A"
577,"BV","Hălchiu","BV342","LOCAȚIA KREDENT",45.7612787000,25.5457586100,"UAT: HĂLCHIU, Localitate: HĂLCHIU, Nr: 2"
578,"BV","Satu Nou","BV343","Camin Cultural",45.7738666600,25.5118826800,"UAT: HĂLCHIU, Localitate: SATU NOU, Nr: 184"
579,"BV","Hărman","BV346","Scoala Gimnaziala Harman",45.7163526000,25.6839416100,"UAT: HĂRMAN, Localitate: HĂRMAN, Nr: 78"
580,"BV","Hărman","BV347","Scoala Gimnaziala Harman",45.7163526000,25.6839416100,"UAT: HĂRMAN, Localitate: HĂRMAN, Nr: 78"
581,"BV","Hărman","BV345","Scoala Gimnaziala Harman",45.7163526000,25.6839416100,"UAT: HĂRMAN, Localitate: HĂRMAN, Nr: 78"
582,"BV","Podu Oltului","BV344","Căminul cultural",45.7605160400,25.7217538200,"UAT: HĂRMAN, Localitate: PODU OLTULUI, Nr: 1157"
583,"BV","Hârseni","BV348","Şcoala Gimnazială Prof.Dr. Ioan Cerghit Hârseni",45.7546429000,25.0119047200,"UAT: HÂRSENI, Localitate: HÂRSENI, Nr: 154"
584,"BV","Copăcel","BV351","Grădinița Copăcel",45.7456368100,24.9927517300,"UAT: HÂRSENI, Localitate: COPĂCEL, Nr: 65-66"
585,"BV","Mărgineni","BV350","Grădinița Mărgineni",45.7320612000,25.0442239200,"UAT: HÂRSENI, Localitate: MĂRGINENI, Nr: 15"
586,"BV","Sebeş","BV349","Grădinița Sebeș",45.7260174800,25.0296417300,"UAT: HÂRSENI, Localitate: SEBEŞ, Nr: 47"
587,"BV","Hoghiz","BV352","Căminul Cultural Hoghiz",45.9856133700,25.3096500800,"UAT: HOGHIZ, Localitate: HOGHIZ, Nr: 232"
588,"AB","Aiudul De Sus","AB66","Şcoala Gimnazială Liviu Rebreanu Aiudul de Sus",46.3155123000,23.6888593100,"UAT: MUNICIPIUL AIUD, Localitate: AIUDUL DE SUS, Artera: Strada Gheorghe Lazăr, Nr: 17"
589,"AB","Ciumbrud","AB67","Liceul Tehnologic Agricol Alexandru Borza Ciumbrud",46.3053585000,23.7617325700,"UAT: MUNICIPIUL AIUD, Localitate: CIUMBRUD, Artera: Strada Vasile Lucaci, Nr: 42"
590,"AB","Straja","AB202","CLĂDIRE CĂMIN CULTURAL STRAJA",46.0681799900,23.6824993100,"UAT: BERGHIN, Localitate: STRAJA, Nr: 292A"
591,"AB","Cetatea De Baltă","AB224","CĂMIN CULTURAL",46.2478264900,24.1681364200,"UAT: CETATEA DE BALTĂ, Localitate: CETATEA DE BALTĂ, Nr: 28"
592,"AB","Cetatea De Baltă","AB225","CĂMIN CULTURAL",46.2478264900,24.1681364200,"UAT: CETATEA DE BALTĂ, Localitate: CETATEA DE BALTĂ, Nr: 28"
593,"AB","Gâmbaş","AB68","Fosta Şcoală Generală Gîmbaş",46.3477105600,23.7200509900,"UAT: MUNICIPIUL AIUD, Localitate: GÂMBAŞ, Artera: Strada Baba Novac, Nr: 9"
594,"AB","Gârbova De Jos","AB69","Şcoala Primară Gîrbova de Jos",46.2546008500,23.6754224200,"UAT: MUNICIPIUL AIUD, Localitate: GÂRBOVA DE JOS, Artera: Strada Gheorghe Asachi, Nr: 24"
595,"AB","Gârbova De Sus","AB70","Fosta Şcoală Generală Gîrbova de Sus",46.2926453900,23.6227488300,"UAT: MUNICIPIUL AIUD, Localitate: GÂRBOVA DE SUS, Artera: Strada Gruişoarei, Nr: 2"
596,"AB","Măgina","AB72","Grădiniţa cu Program Normal Măgina",46.3406581400,23.6504425700,"UAT: MUNICIPIUL AIUD, Localitate: MĂGINA, Artera: Strada Pandurilor, Nr: 50"
597,"AB","Păgida","AB73","Căminul Cultural Păgida",46.3403459900,23.7415003300,"UAT: MUNICIPIUL AIUD, Localitate: PĂGIDA, Artera: Strada Dealului, Nr: 12"
598,"AB","Sâncrai","AB74","Sala de festivităţi din Sîncrai",46.2916008000,23.7515287700,"UAT: MUNICIPIUL AIUD, Localitate: SÂNCRAI, Artera: Strada Ciocîrliei, Nr: 8"
599,"AB","Blaj","AB77","Baza de Agrement a municipiului Blaj",46.1732983000,23.9181133000,"UAT: MUNICIPIUL BLAJ, Localitate: BLAJ, Artera: Strada Iuliu Maniu (Strada 23 August), Nr: 42A"
600,"AB","Blaj","AB78","AŞEZĂMÂNTUL SOCIAL - GRĂDINIŢA SFÂNTA IRINA",46.1756857000,23.9106870000,"UAT: MUNICIPIUL BLAJ, Localitate: BLAJ, Artera: Strada Eroilor, Nr: 36 A"
601,"AB","Blaj","AB79","Şcoala Gimnazială Toma Cocişiu Blaj",46.1770943200,23.9179815600,"UAT: MUNICIPIUL BLAJ, Localitate: BLAJ, Artera: Bulevardul Republicii, Nr: 48"
602,"AB","Blaj","AB80","Centrul Cultural Iacob Mureşianu’’",46.1773185600,23.9199238700,"UAT: MUNICIPIUL BLAJ, Localitate: BLAJ, Artera: Bulevardul Republicii, Nr: 36"
603,"AB","Blaj","AB87","Şcoala Gimnazială Ion Micu Moldovan Blaj",46.1697899900,23.9069004500,"UAT: MUNICIPIUL BLAJ, Localitate: BLAJ, Artera: Strada Păcii, Nr: 144"
604,"AB","Blaj","AB88","Grădiniţa cu program normal Izvoarele Blaj",46.1705403100,23.9102376700,"UAT: MUNICIPIUL BLAJ, Localitate: BLAJ, Artera: Strada Păcii, Nr: 81"
605,"GL","Furcenii Vechi","GL273","CAMIN CULTURAL din sat Furcenii Vechi",45.8356718600,27.3270568200,"UAT: COSMEŞTI, Localitate: FURCENII VECHI"
606,"GL","Cuca","GL277","Căminul Cultural Cuca",45.7331870700,27.8912303800,"UAT: CUCA, Localitate: CUCA"
607,"GL","Cuca","GL278","Şcoala generală Cuca",45.7366554400,27.8903844200,"UAT: CUCA, Localitate: CUCA"
608,"DJ","Dăbuleni","DJ208","Liceul Teoretic Constantin Brancoveanu (fosta Scoala nr. 3, intrare elevi)",43.7995775900,24.0781937200,"UAT: ORAŞ DĂBULENI, Localitate: DĂBULENI, Artera: Strada Victoriei, Nr: 84"
